----------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
Accel-Sim-build,,,,,,,,,,,,,,,,,
H200-SASS-accel-e1c2b67-gpgpu-0c33f5a,253.0,30.0,249.0,39.0,5272.0,3901.0,6700.0,4253.0,106.0,71.0,41.0,24.0,37.0,764.0,186.0,134.0,1478.8
H200-SASS-accel-148dbe5-gpgpu-8172043,279.0,30.0,274.0,39.0,5805.0,4249.0,7252.0,4599.0,107.0,74.0,44.0,24.0,41.0,1157.0,195.0,167.0,1640.1
H200-SASS-accel-b35523e-gpgpu-05e8c7e,274.0,30.0,270.0,38.0,4778.0,4069.0,6861.0,4280.0,105.0,70.0,39.0,23.0,36.0,799.0,190.0,156.0,1469.5
H200-SASS-accel-8a6539a-gpgpu-3197413,245.0,29.0,245.0,37.0,4753.0,3850.0,6613.0,4150.0,103.0,68.0,39.0,22.0,34.0,784.0,184.0,130.0,1423.4
H200-SASS-accel-0cee02c-gpgpu-10b44a9,247.0,29.0,245.0,38.0,4803.0,3871.0,6761.0,4164.0,103.0,69.0,40.0,23.0,34.0,786.0,185.0,131.0,1439.1
H200-SASS-accel-0223e0e-gpgpu-fe9e5ea,235.0,30.0,264.0,43.0,5990.0,3934.0,6292.0,4217.0,110.0,71.0,42.0,25.0,37.0,778.0,190.0,157.0,1517.1
H200-SASS-accel-6a44245-gpgpu-59f9aa6,356.0,28.0,234.0,39.0,7544.0,3781.0,5918.0,4131.0,105.0,71.0,40.0,23.0,37.0,780.0,182.0,131.0,1584.6
H200-SASS-accel-94f8725-gpgpu-59f9aa6,360.0,28.0,253.0,39.0,5555.0,4168.0,6933.0,4399.0,101.0,67.0,37.0,21.0,34.0,810.0,185.0,129.0,1547.5
H200-SASS-accel-e9bbcac-gpgpu-59f9aa6,262.0,28.0,275.0,38.0,5960.0,4155.0,7665.0,6821.0,95.0,86.0,34.0,21.0,43.0,886.0,187.0,186.0,1716.2
H200-SASS-accel-ee0dce3-gpgpu-59f9aa6,239.0,27.0,233.0,36.0,8429.0,2576.0,6843.0,6201.0,100.0,87.0,34.0,21.0,43.0,720.0,181.0,179.0,1810.7
H200-SASS-accel-20452b0-gpgpu-ff697f9,239.0,28.0,249.0,40.0,5964.0,4211.0,7678.0,6761.0,99.0,88.0,37.0,21.0,36.0,918.0,185.0,134.0,1668.0

----------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
gpu_tot_sim_cycle\s*=\s*(.*),,,,,,,,,,,,,,,,,
CFG,l1_bw_32f/__tpb_1024___tpsm_1024___blocks_1--_Z5l1_bwPmS_PfPKf--0,l1_bw_64f/__tpb_1024___tpsm_1024___blocks_1--_Z5l1_bwPmS_PdS0_--0,l1_bw_128/__tpb_1024___tpsm_1024___blocks_1--_Z5l1_bwPmS_PfS0_--0,l1_lat/__blocks_1___fast--_Z6l1_latPjS_PmS0_jj--0,l2_bw_64f/__tpb_1024___tpsm_1024___fast--_Z5l2_bwPjS_PdS0_jj--0,l2_lat/__fast--_Z10l2_hit_latPjS_PmS0_--0,mem_bw/__tpb_1024___tpsm_1024--_Z6mem_bwPfS_S_S_S_S_PjS0_j--0,mem_lat/__fast--_Z7mem_latPjS_PmS0_j--0,shared_bw/__tpb_1024___tpsm_1024___blocks_1--_Z9shared_bwPmS_Pjj--0,shared_lat/__blocks_1--_Z10shared_latPjS_Pmj--0,shared_bank_conflicts/1--_Z18transposeCoalescedPfS_ii--0,shared_bank_conflicts/2--_Z24transposeNoBankConflictsPfS_ii--0,MaxIops_int32/__tpb_1024____blocks_1--_Z9max_flopsIiEvPjS0_PT_S2_S2_--0,l1_shared_bw/__tpb_1024____blocks_1--_Z9shared_bwPjS_S_S_j--0,l1_bw_32f_unroll/__tpb_1024___blocks_1--_Z5l1_bwPjS_PfS0_--0,l1_bw_32f_unroll_large/__tpb_1024____blocks_1--_Z5l1_bwPjS_PfS0_--0,AV--VG
H200-SASS-accel-f56ba0a-gpgpu-0a789ab,588228.0,44385.0,561409.0,72324.0,NA,8176888.0,366313.0,12838397.0,180585.0,173265.0,NA,NA,NA,NA,NA,NA,1543150.0
H200-SASS-accel-1c450ae-gpgpu-e4a8836,588228.0,44385.0,561409.0,72324.0,NA,8176888.0,366313.0,12838397.0,180585.0,173265.0,NA,NA,NA,NA,NA,NA,1543150.0
H200-SASS-accel-b9da7ee-gpgpu-e4a8836,588228.0,44385.0,561409.0,72324.0,NA,8176888.0,366313.0,12838397.0,180585.0,173265.0,NA,NA,NA,NA,NA,NA,1543150.0
H200-SASS-accel-b4dd5bb-gpgpu-e4a8836,588228.0,44385.0,561409.0,72324.0,NA,8176888.0,366313.0,12838397.0,180585.0,173265.0,NA,NA,NA,NA,NA,NA,1543150.0
H200-SASS-accel-a0575d5-gpgpu-0f3a798,588228.0,44385.0,561409.0,72324.0,NA,8176888.0,340301.0,12838397.0,180585.0,173265.0,NA,NA,NA,NA,NA,NA,1535049.7
H200-SASS-accel-826d0fd-gpgpu-0f3a798,588228.0,44385.0,561409.0,72324.0,NA,8176888.0,340301.0,12838397.0,180585.0,173265.0,NA,NA,NA,NA,NA,NA,2552864.7
H200-SASS-accel-ae93dc4-gpgpu-b464869,533853.0,40980.0,532547.0,66467.0,252063.0,8223131.0,360464.0,12696253.0,170648.0,158975.0,6552.0,4595.0,70403.0,2011677.0,292123.0,288781.0,1519988.5
H200-SASS-accel-7e1bdc7-gpgpu-b464869,533853.0,40980.0,532547.0,66467.0,252063.0,8223131.0,360464.0,12696253.0,170648.0,158975.0,6552.0,4595.0,70403.0,2011677.0,292123.0,288781.0,1519988.5
H200-SASS-accel-88ca971-gpgpu-b464869,533853.0,40980.0,532547.0,66467.0,252063.0,8223131.0,360464.0,12696253.0,170648.0,158975.0,6552.0,4595.0,70403.0,2011677.0,292123.0,288781.0,1519988.5
H200-SASS-accel-c0fe2dc-gpgpu-b464869,533853.0,40980.0,532547.0,66467.0,252063.0,8223131.0,360464.0,12696253.0,170648.0,158975.0,6552.0,4595.0,70403.0,2011677.0,292123.0,288781.0,1519988.5
H200-SASS-accel-9e36462-gpgpu-b464869,533853.0,40980.0,532547.0,66467.0,252063.0,8223131.0,360464.0,12696253.0,170648.0,158975.0,6552.0,4595.0,70403.0,2011677.0,292123.0,288781.0,1519988.5
H200-SASS-accel-342cc02-gpgpu-01f6fc4,534166.0,40940.0,532489.0,66467.0,241949.0,8223131.0,360145.0,12696253.0,170648.0,158975.0,6555.0,4599.0,70403.0,2043114.0,292123.0,288356.0,1520888.8
H200-SASS-accel-1ec7713-gpgpu-9783b92,534314.0,40906.0,532491.0,66465.0,191191.0,8157591.0,273678.0,12678415.0,170646.0,158973.0,6434.0,4460.0,70398.0,2043112.0,292045.0,287532.0,1506450.5
H200-SASS-accel-0b5b590-gpgpu-9783b92,534314.0,40906.0,532491.0,66465.0,191191.0,8157591.0,273678.0,12678415.0,170646.0,158973.0,6434.0,4460.0,70398.0,2043112.0,292045.0,287532.0,1506450.5
H200-SASS-accel-e974aca-gpgpu-9783b92,534314.0,40906.0,532491.0,66465.0,191191.0,8157591.0,273678.0,12678415.0,170646.0,158973.0,6434.0,4460.0,70398.0,2043112.0,292045.0,287532.0,1506450.5
H200-SASS-accel-ebf1186-gpgpu-9783b92,534314.0,40906.0,532491.0,66465.0,191191.0,8157591.0,273678.0,12678415.0,170646.0,158973.0,6434.0,4460.0,70398.0,2043112.0,292045.0,287532.0,1506450.5
H200-SASS-accel-f7c8c46-gpgpu-0c33f5a,534314.0,40906.0,532491.0,66465.0,190858.0,8157591.0,316025.0,12678415.0,170646.0,158973.0,6438.0,4460.0,70398.0,2043112.0,292045.0,287998.0,1508917.4
H200-SASS-accel-08de43a-gpgpu-0c33f5a,534314.0,40906.0,532491.0,66465.0,190858.0,8157591.0,316025.0,12678415.0,170646.0,158973.0,6438.0,4460.0,70398.0,2043112.0,292045.0,287998.0,1508917.4
H200-SASS-accel-43c51cb-gpgpu-0c33f5a,534314.0,40906.0,532491.0,66465.0,190858.0,8157591.0,316025.0,12678415.0,170646.0,158973.0,6438.0,4460.0,70398.0,2043112.0,292045.0,287998.0,1508917.4
H200-SASS-accel-e83e5f9-gpgpu-0c33f5a,534314.0,40906.0,532491.0,66465.0,190858.0,8157591.0,316025.0,12678415.0,170646.0,158973.0,6438.0,4460.0,70398.0,2043112.0,292045.0,287998.0,1508917.4
H200-SASS-accel-e1c2b67-gpgpu-0c33f5a,534314.0,40906.0,532491.0,66465.0,190858.0,8157591.0,316025.0,12678415.0,170646.0,158973.0,6438.0,4460.0,70398.0,2043112.0,292045.0,287998.0,1508917.4
H200-SASS-accel-148dbe5-gpgpu-8172043,534314.0,40906.0,532491.0,66465.0,190858.0,8157591.0,316025.0,12678415.0,170646.0,158973.0,6438.0,4460.0,70398.0,2043112.0,292045.0,287998.0,1508917.4
H200-SASS-accel-b35523e-gpgpu-05e8c7e,534314.0,40906.0,532491.0,66465.0,190858.0,8157591.0,316025.0,12678415.0,170646.0,158973.0,6438.0,4460.0,70398.0,2043112.0,292045.0,287998.0,1508917.4
H200-SASS-accel-8a6539a-gpgpu-3197413,534314.0,40906.0,532491.0,66465.0,190858.0,8157591.0,316025.0,12678415.0,170646.0,158973.0,6438.0,4460.0,70398.0,2043112.0,292045.0,287998.0,1508917.4
H200-SASS-accel-0cee02c-gpgpu-10b44a9,534314.0,40906.0,532491.0,66465.0,190858.0,8157591.0,316025.0,12678415.0,170646.0,158973.0,6438.0,4460.0,70398.0,2043112.0,292045.0,287998.0,1508917.4
H200-SASS-accel-0223e0e-gpgpu-fe9e5ea,534314.0,40906.0,532491.0,66465.0,190858.0,8157591.0,316025.0,12678415.0,170646.0,158973.0,6438.0,4460.0,70398.0,2043112.0,292045.0,287998.0,1508917.4
H200-SASS-accel-6a44245-gpgpu-59f9aa6,534314.0,40906.0,532491.0,66465.0,190858.0,8157591.0,316025.0,12678415.0,170646.0,158973.0,6438.0,4460.0,70398.0,2043112.0,292045.0,287998.0,1508917.4
H200-SASS-accel-94f8725-gpgpu-59f9aa6,534314.0,40906.0,532491.0,66465.0,190858.0,8157591.0,316025.0,12678415.0,170646.0,158973.0,6438.0,4460.0,70398.0,2043112.0,292045.0,287998.0,1508917.4
H200-SASS-accel-e9bbcac-gpgpu-59f9aa6,534314.0,40906.0,532491.0,66465.0,190858.0,8157591.0,316025.0,12678415.0,170646.0,158973.0,6438.0,4460.0,70398.0,2043112.0,292045.0,287998.0,1508917.4
H200-SASS-accel-ee0dce3-gpgpu-59f9aa6,534314.0,40906.0,532491.0,66465.0,190858.0,8157591.0,316025.0,12678415.0,170646.0,158973.0,6438.0,4460.0,70398.0,2043112.0,292045.0,287998.0,1508917.4
H200-SASS-accel-20452b0-gpgpu-ff697f9,534314.0,40906.0,532491.0,66465.0,190858.0,8157591.0,316025.0,12678415.0,170646.0,158973.0,6438.0,4460.0,70398.0,2043112.0,292045.0,287998.0,1596945.9

----------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
\s+L2_cache_stats_breakdown\[GLOBAL_ACC_R\]\[HIT\]\s*=\s*(.*),,,,,,,,,,,,,,,,,
CFG,l1_bw_32f/__tpb_1024___tpsm_1024___blocks_1--_Z5l1_bwPmS_PfPKf--0,l1_bw_64f/__tpb_1024___tpsm_1024___blocks_1--_Z5l1_bwPmS_PdS0_--0,l1_bw_128/__tpb_1024___tpsm_1024___blocks_1--_Z5l1_bwPmS_PfS0_--0,l1_lat/__blocks_1___fast--_Z6l1_latPjS_PmS0_jj--0,l2_bw_64f/__tpb_1024___tpsm_1024___fast--_Z5l2_bwPjS_PdS0_jj--0,l2_lat/__fast--_Z10l2_hit_latPjS_PmS0_--0,mem_bw/__tpb_1024___tpsm_1024--_Z6mem_bwPfS_S_S_S_S_PjS0_j--0,mem_lat/__fast--_Z7mem_latPjS_PmS0_j--0,shared_bw/__tpb_1024___tpsm_1024___blocks_1--_Z9shared_bwPmS_Pjj--0,shared_lat/__blocks_1--_Z10shared_latPjS_Pmj--0,shared_bank_conflicts/1--_Z18transposeCoalescedPfS_ii--0,shared_bank_conflicts/2--_Z24transposeNoBankConflictsPfS_ii--0,MaxIops_int32/__tpb_1024____blocks_1--_Z9max_flopsIiEvPjS0_PT_S2_S2_--0,l1_shared_bw/__tpb_1024____blocks_1--_Z9shared_bwPjS_S_S_j--0,l1_bw_32f_unroll/__tpb_1024___blocks_1--_Z5l1_bwPjS_PfS0_--0,l1_bw_32f_unroll_large/__tpb_1024____blocks_1--_Z5l1_bwPjS_PfS0_--0,AV--VG
H200-SASS-accel-f56ba0a-gpgpu-0a789ab,2048.0,2048.0,0.0,0.0,NA,32769.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,3068118.9
H200-SASS-accel-1c450ae-gpgpu-e4a8836,2048.0,2048.0,0.0,0.0,NA,32769.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,3068118.9
H200-SASS-accel-b9da7ee-gpgpu-e4a8836,2048.0,2048.0,0.0,0.0,NA,32769.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,3068118.9
H200-SASS-accel-b4dd5bb-gpgpu-e4a8836,2048.0,2048.0,0.0,0.0,NA,32769.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,3068118.9
H200-SASS-accel-a0575d5-gpgpu-0f3a798,2048.0,2048.0,0.0,0.0,NA,32769.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,1309547.4
H200-SASS-accel-826d0fd-gpgpu-0f3a798,2048.0,2048.0,0.0,0.0,NA,32769.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,4096.1
H200-SASS-accel-ae93dc4-gpgpu-b464869,2048.0,2048.0,0.0,0.0,20150775.0,32769.0,0.0,0.0,0.0,0.0,24832.0,24832.0,256.0,128.0,2048.0,4096.0,1638748.4
H200-SASS-accel-7e1bdc7-gpgpu-b464869,2048.0,2048.0,0.0,0.0,20150775.0,32769.0,0.0,0.0,0.0,0.0,24832.0,24832.0,256.0,128.0,2048.0,4096.0,1638748.4
H200-SASS-accel-88ca971-gpgpu-b464869,2048.0,2048.0,0.0,0.0,20150775.0,32769.0,0.0,0.0,0.0,0.0,24832.0,24832.0,256.0,128.0,2048.0,4096.0,1638748.4
H200-SASS-accel-c0fe2dc-gpgpu-b464869,2048.0,2048.0,0.0,0.0,20150775.0,32769.0,0.0,0.0,0.0,0.0,24832.0,24832.0,256.0,128.0,2048.0,4096.0,1638748.4
H200-SASS-accel-9e36462-gpgpu-b464869,2048.0,2048.0,0.0,0.0,20150775.0,32769.0,0.0,0.0,0.0,0.0,24832.0,24832.0,256.0,128.0,2048.0,4096.0,1638748.4
H200-SASS-accel-342cc02-gpgpu-01f6fc4,2048.0,2048.0,0.0,0.0,20294674.0,32769.0,0.0,0.0,0.0,0.0,24832.0,24832.0,256.0,128.0,2048.0,4096.0,1641625.0
H200-SASS-accel-1ec7713-gpgpu-9783b92,2048.0,2048.0,0.0,0.0,18926305.0,32769.0,0.0,0.0,0.0,0.0,24832.0,24832.0,256.0,128.0,2048.0,4096.0,1518483.4
H200-SASS-accel-0b5b590-gpgpu-9783b92,2048.0,2048.0,0.0,0.0,18905329.0,32769.0,0.0,0.0,0.0,0.0,16896.0,16896.0,256.0,128.0,2048.0,4096.0,1515683.9
H200-SASS-accel-e974aca-gpgpu-9783b92,2048.0,2048.0,0.0,0.0,18905329.0,32769.0,0.0,0.0,0.0,0.0,16896.0,16896.0,256.0,128.0,2048.0,4096.0,1515683.9
H200-SASS-accel-ebf1186-gpgpu-9783b92,2048.0,2048.0,0.0,0.0,18905329.0,32769.0,0.0,0.0,0.0,0.0,16896.0,16896.0,256.0,128.0,2048.0,4096.0,1515683.9
H200-SASS-accel-f7c8c46-gpgpu-0c33f5a,2048.0,2048.0,0.0,0.0,18936053.0,32769.0,0.0,0.0,0.0,0.0,16896.0,16896.0,256.0,128.0,2048.0,4096.0,1519631.5
H200-SASS-accel-08de43a-gpgpu-0c33f5a,2048.0,2048.0,0.0,0.0,18936053.0,32769.0,0.0,0.0,0.0,0.0,16896.0,16896.0,256.0,128.0,2048.0,4096.0,1519631.5
H200-SASS-accel-43c51cb-gpgpu-0c33f5a,2048.0,2048.0,0.0,0.0,18936053.0,32769.0,0.0,0.0,0.0,0.0,16896.0,16896.0,256.0,128.0,2048.0,4096.0,1519631.5
H200-SASS-accel-e83e5f9-gpgpu-0c33f5a,2048.0,2048.0,0.0,0.0,18936053.0,32769.0,0.0,0.0,0.0,0.0,16896.0,16896.0,256.0,128.0,2048.0,4096.0,1519631.5
H200-SASS-accel-e1c2b67-gpgpu-0c33f5a,2048.0,2048.0,0.0,0.0,18936053.0,32769.0,0.0,0.0,0.0,0.0,16896.0,16896.0,256.0,128.0,2048.0,4096.0,1519631.5
H200-SASS-accel-148dbe5-gpgpu-8172043,2048.0,2048.0,0.0,0.0,18936053.0,32769.0,0.0,0.0,0.0,0.0,16896.0,16896.0,256.0,128.0,2048.0,4096.0,1519631.5
H200-SASS-accel-b35523e-gpgpu-05e8c7e,2048.0,2048.0,0.0,0.0,18936053.0,32769.0,0.0,0.0,0.0,0.0,16896.0,16896.0,256.0,128.0,2048.0,4096.0,1519631.5
H200-SASS-accel-8a6539a-gpgpu-3197413,2048.0,2048.0,0.0,0.0,18936053.0,32769.0,0.0,0.0,0.0,0.0,16896.0,16896.0,256.0,128.0,2048.0,4096.0,1519631.5
H200-SASS-accel-0cee02c-gpgpu-10b44a9,2048.0,2048.0,0.0,0.0,18936053.0,32769.0,0.0,0.0,0.0,0.0,16896.0,16896.0,256.0,128.0,2048.0,4096.0,1519631.5
H200-SASS-accel-0223e0e-gpgpu-fe9e5ea,2048.0,2048.0,0.0,0.0,18936053.0,32769.0,0.0,0.0,0.0,0.0,16896.0,16896.0,256.0,128.0,2048.0,4096.0,1519631.5
H200-SASS-accel-6a44245-gpgpu-59f9aa6,2048.0,2048.0,0.0,0.0,18936053.0,32769.0,0.0,0.0,0.0,0.0,16896.0,16896.0,256.0,128.0,2048.0,4096.0,1519631.5
H200-SASS-accel-94f8725-gpgpu-59f9aa6,2048.0,2048.0,0.0,0.0,18936053.0,32769.0,0.0,0.0,0.0,0.0,16896.0,16896.0,256.0,128.0,2048.0,4096.0,1519631.5
H200-SASS-accel-e9bbcac-gpgpu-59f9aa6,2048.0,2048.0,0.0,0.0,18936053.0,32769.0,0.0,0.0,0.0,0.0,16896.0,16896.0,256.0,128.0,2048.0,4096.0,1519631.5
H200-SASS-accel-ee0dce3-gpgpu-59f9aa6,2048.0,2048.0,0.0,0.0,18936053.0,32769.0,0.0,0.0,0.0,0.0,16896.0,16896.0,256.0,128.0,2048.0,4096.0,1519631.5
H200-SASS-accel-20452b0-gpgpu-ff697f9,2048.0,2048.0,0.0,0.0,18936053.0,32769.0,0.0,0.0,0.0,0.0,16896.0,16896.0,256.0,128.0,2048.0,4096.0,1188327.4

----------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
\s+L2_cache_stats_breakdown\[GLOBAL_ACC_R\]\[TOTAL_ACCESS\]\s*=\s*(.*),,,,,,,,,,,,,,,,,
CFG,l1_bw_32f/__tpb_1024___tpsm_1024___blocks_1--_Z5l1_bwPmS_PfPKf--0,l1_bw_64f/__tpb_1024___tpsm_1024___blocks_1--_Z5l1_bwPmS_PdS0_--0,l1_bw_128/__tpb_1024___tpsm_1024___blocks_1--_Z5l1_bwPmS_PfS0_--0,l1_lat/__blocks_1___fast--_Z6l1_latPjS_PmS0_jj--0,l2_bw_64f/__tpb_1024___tpsm_1024___fast--_Z5l2_bwPjS_PdS0_jj--0,l2_lat/__fast--_Z10l2_hit_latPjS_PmS0_--0,mem_bw/__tpb_1024___tpsm_1024--_Z6mem_bwPfS_S_S_S_S_PjS0_j--0,mem_lat/__fast--_Z7mem_latPjS_PmS0_j--0,shared_bw/__tpb_1024___tpsm_1024___blocks_1--_Z9shared_bwPmS_Pjj--0,shared_lat/__blocks_1--_Z10shared_latPjS_Pmj--0,shared_bank_conflicts/1--_Z18transposeCoalescedPfS_ii--0,shared_bank_conflicts/2--_Z24transposeNoBankConflictsPfS_ii--0,MaxIops_int32/__tpb_1024____blocks_1--_Z9max_flopsIiEvPjS0_PT_S2_S2_--0,l1_shared_bw/__tpb_1024____blocks_1--_Z9shared_bwPjS_S_S_j--0,l1_bw_32f_unroll/__tpb_1024___blocks_1--_Z5l1_bwPjS_PfS0_--0,l1_bw_32f_unroll_large/__tpb_1024____blocks_1--_Z5l1_bwPjS_PfS0_--0,AV--VG
H200-SASS-accel-f56ba0a-gpgpu-0a789ab,2060.0,2056.0,2048.0,NA,NA,32769.0,19660800.0,8192.0,NA,NA,NA,NA,NA,NA,NA,NA,5131544.4
H200-SASS-accel-1c450ae-gpgpu-e4a8836,2060.0,2056.0,2048.0,NA,NA,32769.0,19660800.0,8192.0,NA,NA,NA,NA,NA,NA,NA,NA,5131544.4
H200-SASS-accel-b9da7ee-gpgpu-e4a8836,2060.0,2056.0,2048.0,NA,NA,32769.0,19660800.0,8192.0,NA,NA,NA,NA,NA,NA,NA,NA,5131544.4
H200-SASS-accel-b4dd5bb-gpgpu-e4a8836,2060.0,2056.0,2048.0,NA,NA,32769.0,19660800.0,8192.0,NA,NA,NA,NA,NA,NA,NA,NA,5131544.4
H200-SASS-accel-a0575d5-gpgpu-0f3a798,2060.0,2056.0,2048.0,NA,NA,32769.0,19660800.0,8192.0,NA,NA,NA,NA,NA,NA,NA,NA,2996136.1
H200-SASS-accel-826d0fd-gpgpu-0f3a798,2060.0,2056.0,2048.0,NA,NA,32769.0,19660800.0,8192.0,NA,NA,NA,NA,NA,NA,NA,NA,3284654.2
H200-SASS-accel-ae93dc4-gpgpu-b464869,2060.0,2056.0,3072.0,NA,20220690.0,32769.0,29491200.0,12288.0,NA,NA,40704.0,40704.0,256.0,257.0,2048.0,22776.0,4108663.8
H200-SASS-accel-7e1bdc7-gpgpu-b464869,2060.0,2056.0,3072.0,NA,20220690.0,32769.0,29491200.0,12288.0,NA,NA,40704.0,40704.0,256.0,257.0,2048.0,22776.0,4108663.8
H200-SASS-accel-88ca971-gpgpu-b464869,2060.0,2056.0,3072.0,NA,20220690.0,32769.0,29491200.0,12288.0,NA,NA,40704.0,40704.0,256.0,257.0,2048.0,22776.0,4108663.8
H200-SASS-accel-c0fe2dc-gpgpu-b464869,2060.0,2056.0,3072.0,NA,20220690.0,32769.0,29491200.0,12288.0,NA,NA,40704.0,40704.0,256.0,257.0,2048.0,22776.0,4108663.8
H200-SASS-accel-9e36462-gpgpu-b464869,2060.0,2056.0,3072.0,NA,20220690.0,32769.0,29491200.0,12288.0,NA,NA,40704.0,40704.0,256.0,257.0,2048.0,22776.0,4108663.8
H200-SASS-accel-342cc02-gpgpu-01f6fc4,2072.0,2064.0,3072.0,NA,20336726.0,32769.0,29491200.0,12288.0,NA,NA,40704.0,40704.0,256.0,386.0,2048.0,22652.0,4109132.2
H200-SASS-accel-1ec7713-gpgpu-9783b92,2072.0,2064.0,3072.0,NA,18968289.0,32769.0,29491200.0,12288.0,NA,NA,40704.0,40704.0,256.0,386.0,2048.0,22652.0,3959601.7
H200-SASS-accel-0b5b590-gpgpu-9783b92,2060.0,2056.0,2048.0,NA,18947313.0,32769.0,19660800.0,8192.0,NA,NA,32768.0,32768.0,256.0,257.0,2048.0,16508.0,3253215.6
H200-SASS-accel-e974aca-gpgpu-9783b92,2060.0,2056.0,2048.0,NA,18947313.0,32769.0,19660800.0,8192.0,NA,NA,32768.0,32768.0,256.0,257.0,2048.0,16508.0,3253215.6
H200-SASS-accel-ebf1186-gpgpu-9783b92,2060.0,2056.0,2048.0,NA,18947313.0,32769.0,19660800.0,8192.0,NA,NA,32768.0,32768.0,256.0,257.0,2048.0,16508.0,3253215.6
H200-SASS-accel-f7c8c46-gpgpu-0c33f5a,2060.0,2056.0,2048.0,NA,18978097.0,32769.0,19660800.0,8192.0,NA,NA,32768.0,32768.0,256.0,257.0,2048.0,16508.0,3258024.6
H200-SASS-accel-08de43a-gpgpu-0c33f5a,2060.0,2056.0,2048.0,NA,18978097.0,32769.0,19660800.0,8192.0,NA,NA,32768.0,32768.0,256.0,257.0,2048.0,16508.0,3258024.6
H200-SASS-accel-43c51cb-gpgpu-0c33f5a,2060.0,2056.0,2048.0,NA,18978097.0,32769.0,19660800.0,8192.0,NA,NA,32768.0,32768.0,256.0,257.0,2048.0,16508.0,3258024.6
H200-SASS-accel-e83e5f9-gpgpu-0c33f5a,2060.0,2056.0,2048.0,NA,18978097.0,32769.0,19660800.0,8192.0,NA,NA,32768.0,32768.0,256.0,257.0,2048.0,16508.0,3258024.6
H200-SASS-accel-e1c2b67-gpgpu-0c33f5a,2060.0,2056.0,2048.0,NA,18978097.0,32769.0,19660800.0,8192.0,NA,NA,32768.0,32768.0,256.0,257.0,2048.0,16508.0,3258024.6
H200-SASS-accel-148dbe5-gpgpu-8172043,2060.0,2056.0,2048.0,NA,18978097.0,32769.0,19660800.0,8192.0,NA,NA,32768.0,32768.0,256.0,257.0,2048.0,16508.0,3258024.6
H200-SASS-accel-b35523e-gpgpu-05e8c7e,2060.0,2056.0,2048.0,NA,18978097.0,32769.0,19660800.0,8192.0,NA,NA,32768.0,32768.0,256.0,257.0,2048.0,16508.0,3258024.6
H200-SASS-accel-8a6539a-gpgpu-3197413,2060.0,2056.0,2048.0,NA,18978097.0,32769.0,19660800.0,8192.0,NA,NA,32768.0,32768.0,256.0,257.0,2048.0,16508.0,3258024.6
H200-SASS-accel-0cee02c-gpgpu-10b44a9,2060.0,2056.0,2048.0,NA,18978097.0,32769.0,19660800.0,8192.0,NA,NA,32768.0,32768.0,256.0,257.0,2048.0,16508.0,3258024.6
H200-SASS-accel-0223e0e-gpgpu-fe9e5ea,2060.0,2056.0,2048.0,NA,18978097.0,32769.0,19660800.0,8192.0,NA,NA,32768.0,32768.0,256.0,257.0,2048.0,16508.0,3258024.6
H200-SASS-accel-6a44245-gpgpu-59f9aa6,2060.0,2056.0,2048.0,NA,18978097.0,32769.0,19660800.0,8192.0,NA,NA,32768.0,32768.0,256.0,257.0,2048.0,16508.0,3258024.6
H200-SASS-accel-94f8725-gpgpu-59f9aa6,2060.0,2056.0,2048.0,NA,18978097.0,32769.0,19660800.0,8192.0,NA,NA,32768.0,32768.0,256.0,257.0,2048.0,16508.0,3258024.6
H200-SASS-accel-e9bbcac-gpgpu-59f9aa6,2060.0,2056.0,2048.0,NA,18978097.0,32769.0,19660800.0,8192.0,NA,NA,32768.0,32768.0,256.0,257.0,2048.0,16508.0,3258024.6
H200-SASS-accel-ee0dce3-gpgpu-59f9aa6,2060.0,2056.0,2048.0,NA,18978097.0,32769.0,19660800.0,8192.0,NA,NA,32768.0,32768.0,256.0,257.0,2048.0,16508.0,3258024.6
H200-SASS-accel-20452b0-gpgpu-ff697f9,2060.0,2056.0,2048.0,NA,18978097.0,32769.0,19660800.0,8192.0,NA,NA,32768.0,32768.0,256.0,257.0,2048.0,16508.0,2982355.9

----------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
\s+L2_cache_stats_breakdown\[GLOBAL_ACC_W\]\[HIT\]\s*=\s*(.*),,,,,,,,,,,,,,,,,
