----------------------------------------------------------------------------------------------------,,,
Accel-Sim-build,,,
RTX3070-SASS-accel-2f29d2d-gpgpu-1d39b6f,NA,NA,NA
RTX3070-SASS-accel-786503a-gpgpu-13c6711,NA,NA,NA
RTX3070-SASS-accel-53584fc-gpgpu-13c6711,NA,NA,NA
RTX3070-SASS-accel-e02c99d-gpgpu-13c6711,NA,NA,NA
RTX3070-SASS-accel-e5e2f36-gpgpu-13c6711,NA,NA,NA
RTX3070-SASS-accel-f1a1306-gpgpu-13c6711,NA,NA,NA
RTX3070-SASS-accel-833f3a8-gpgpu-13c6711,NA,NA,NA
RTX3070-SASS-accel-48a5d10-gpgpu-74cdacd,NA,NA,NA
RTX3070-SASS-accel-7b5bc42-gpgpu-74cdacd,NA,NA,NA
RTX3070-SASS-accel-ddf0534-gpgpu-948c0e1,NA,NA,NA
RTX3070-SASS-accel-8b81072-gpgpu-6dd3bfc,NA,NA,NA
RTX3070-SASS-accel-1a8913f-gpgpu-e033c1f,NA,NA,NA
RTX3070-SASS-accel-dc44e62-gpgpu-e033c1f,NA,NA,NA
RTX3070-SASS-accel-02c1c66-gpgpu-e033c1f,NA,NA,NA
RTX3070-SASS-accel-4019c6f-gpgpu-e033c1f,NA,NA,NA
RTX3070-SASS-accel-192f666-gpgpu-e033c1f,NA,NA,NA
RTX3070-SASS-accel-0a32a05-gpgpu-73db3f7,NA,NA,NA
RTX3070-SASS-accel-fd41c64-gpgpu-66ae881,NA,NA,NA
RTX3070-SASS-accel-be9ce19-gpgpu-301be9e,NA,NA,NA
RTX3070-SASS-accel-f3ef627-gpgpu-58beccb,NA,NA,NA
RTX3070-SASS-accel-aa41b93-gpgpu-58beccb,NA,NA,NA
RTX3070-SASS-accel-95a8199-gpgpu-a0c12f5,NA,NA,NA

----------------------------------------------------------------------------------------------------,,,
gpu_tot_sim_insn\s*=\s*(.*),,,
CFG,l1_bw_128/NO_ARGS--_Z5l1_bwPjS_PfS0_--0,shared_lat/NO_ARGS--_Z10shared_latPjS_Pmj--0,AV--VG
RTX3070-SASS-accel-f677b74-gpgpu-deb5eb5,NA,NA,113662405.3
RTX3070-SASS-accel-c366657-gpgpu-deb5eb5,NA,NA,113662405.3
RTX3070-SASS-accel-a72607f-gpgpu-deb5eb5,NA,NA,113662405.3
RTX3070-SASS-accel-4dbd5b1-gpgpu-deb5eb5,NA,NA,113662405.3
RTX3070-SASS-accel-60ad810-gpgpu-deb5eb5,NA,NA,113662405.3
RTX3070-SASS-accel-0ce7699-gpgpu-deb5eb5,NA,NA,22030433.0
RTX3070-SASS-accel-6812c12-gpgpu-deb5eb5,NA,NA,113662405.3
RTX3070-SASS-accel-31082a4-gpgpu-1ee03f0,NA,NA,45783493.3
RTX3070-SASS-accel-28e2777-gpgpu-1ee03f0,NA,NA,45783493.3
RTX3070-SASS-accel-10dc9a0-gpgpu-1ee03f0,NA,NA,45783493.3
RTX3070-SASS-accel-9719269-gpgpu-c51350d,NA,NA,45783493.3
RTX3070-SASS-accel-6b6f836-gpgpu-585dcf5,NA,NA,45783493.3
RTX3070-SASS-accel-252e8c4-gpgpu-585dcf5,NA,NA,45783493.3
RTX3070-SASS-accel-a4e0907-gpgpu-6c9e13d,NA,NA,NA
RTX3070-SASS-accel-fea3381-gpgpu-6ad461a,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-16c3068-gpgpu-6ad461a,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-8f124d9-gpgpu-99b5997,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-7a31963-gpgpu-84c4f46,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-a8c1d6d-gpgpu-84c4f46,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-000be7f-gpgpu-e466afb,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-1cb6168-gpgpu-d38b300,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-a9305c5-gpgpu-d38b300,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-5b93243-gpgpu-d38b300,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-5745567-gpgpu-d38b300,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-8d1cf8e-gpgpu-d38b300,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-17f819f-gpgpu-d38b300,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-2f29d2d-gpgpu-1d39b6f,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-786503a-gpgpu-13c6711,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-53584fc-gpgpu-13c6711,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-e02c99d-gpgpu-13c6711,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-e5e2f36-gpgpu-13c6711,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-f1a1306-gpgpu-13c6711,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-833f3a8-gpgpu-13c6711,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-48a5d10-gpgpu-74cdacd,39137280.0,59844.0,36254998.7
RTX3070-SASS-accel-7b5bc42-gpgpu-74cdacd,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-ddf0534-gpgpu-948c0e1,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-8b81072-gpgpu-6dd3bfc,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-1a8913f-gpgpu-e033c1f,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-dc44e62-gpgpu-e033c1f,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-02c1c66-gpgpu-e033c1f,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-4019c6f-gpgpu-e033c1f,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-192f666-gpgpu-e033c1f,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-0a32a05-gpgpu-73db3f7,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-fd41c64-gpgpu-66ae881,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-be9ce19-gpgpu-301be9e,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-f3ef627-gpgpu-58beccb,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-aa41b93-gpgpu-58beccb,39137280.0,59844.0,45783493.3
RTX3070-SASS-accel-95a8199-gpgpu-a0c12f5,39137280.0,59844.0,19598562.0

----------------------------------------------------------------------------------------------------,,,
gpgpu_simulation_time\s*=.*\(([0-9]+) sec\).*,,,
CFG,l1_bw_128/NO_ARGS--_Z5l1_bwPjS_PfS0_--0,shared_lat/NO_ARGS--_Z10shared_latPjS_Pmj--0,AV--VG
RTX3070-SASS-accel-f677b74-gpgpu-deb5eb5,NA,NA,1644.1
RTX3070-SASS-accel-c366657-gpgpu-deb5eb5,NA,NA,1566.9
RTX3070-SASS-accel-a72607f-gpgpu-deb5eb5,NA,NA,1573.6
RTX3070-SASS-accel-4dbd5b1-gpgpu-deb5eb5,NA,NA,1696.4
RTX3070-SASS-accel-60ad810-gpgpu-deb5eb5,NA,NA,1638.0
RTX3070-SASS-accel-0ce7699-gpgpu-deb5eb5,NA,NA,885.0
RTX3070-SASS-accel-6812c12-gpgpu-deb5eb5,NA,NA,1893.5
RTX3070-SASS-accel-31082a4-gpgpu-1ee03f0,NA,NA,1256.7
RTX3070-SASS-accel-28e2777-gpgpu-1ee03f0,NA,NA,1112.1
RTX3070-SASS-accel-10dc9a0-gpgpu-1ee03f0,NA,NA,1139.7
RTX3070-SASS-accel-9719269-gpgpu-c51350d,NA,NA,1050.2
RTX3070-SASS-accel-6b6f836-gpgpu-585dcf5,NA,NA,1337.9
RTX3070-SASS-accel-252e8c4-gpgpu-585dcf5,NA,NA,1145.6
RTX3070-SASS-accel-a4e0907-gpgpu-6c9e13d,NA,NA,NA
RTX3070-SASS-accel-fea3381-gpgpu-6ad461a,399.0,65.0,1461.2
RTX3070-SASS-accel-16c3068-gpgpu-6ad461a,497.0,65.0,1319.7
RTX3070-SASS-accel-8f124d9-gpgpu-99b5997,382.0,59.0,1292.0
RTX3070-SASS-accel-7a31963-gpgpu-84c4f46,393.0,60.0,1165.9
RTX3070-SASS-accel-a8c1d6d-gpgpu-84c4f46,350.0,70.0,1102.5
RTX3070-SASS-accel-000be7f-gpgpu-e466afb,344.0,54.0,1220.2
RTX3070-SASS-accel-1cb6168-gpgpu-d38b300,427.0,60.0,1612.8
RTX3070-SASS-accel-a9305c5-gpgpu-d38b300,448.0,70.0,1498.7
RTX3070-SASS-accel-5b93243-gpgpu-d38b300,445.0,63.0,1559.2
RTX3070-SASS-accel-5745567-gpgpu-d38b300,418.0,64.0,1481.2
RTX3070-SASS-accel-8d1cf8e-gpgpu-d38b300,402.0,65.0,1393.5
RTX3070-SASS-accel-17f819f-gpgpu-d38b300,394.0,68.0,1365.1
RTX3070-SASS-accel-2f29d2d-gpgpu-1d39b6f,414.0,57.0,1283.4
RTX3070-SASS-accel-786503a-gpgpu-13c6711,414.0,62.0,1310.4
RTX3070-SASS-accel-53584fc-gpgpu-13c6711,366.0,57.0,1243.2
RTX3070-SASS-accel-e02c99d-gpgpu-13c6711,418.0,67.0,1397.9
RTX3070-SASS-accel-e5e2f36-gpgpu-13c6711,402.0,66.0,1275.0
RTX3070-SASS-accel-f1a1306-gpgpu-13c6711,419.0,67.0,1592.1
RTX3070-SASS-accel-833f3a8-gpgpu-13c6711,431.0,68.0,1489.9
RTX3070-SASS-accel-48a5d10-gpgpu-74cdacd,431.0,64.0,1480.4
RTX3070-SASS-accel-7b5bc42-gpgpu-74cdacd,446.0,65.0,1441.2
RTX3070-SASS-accel-ddf0534-gpgpu-948c0e1,427.0,67.0,1182.1
RTX3070-SASS-accel-8b81072-gpgpu-6dd3bfc,350.0,51.0,1662.9
RTX3070-SASS-accel-1a8913f-gpgpu-e033c1f,293.0,56.0,1183.6
RTX3070-SASS-accel-dc44e62-gpgpu-e033c1f,391.0,67.0,1348.4
RTX3070-SASS-accel-02c1c66-gpgpu-e033c1f,293.0,62.0,1457.9
RTX3070-SASS-accel-4019c6f-gpgpu-e033c1f,292.0,70.0,1284.9
RTX3070-SASS-accel-192f666-gpgpu-e033c1f,432.0,70.0,1418.5
RTX3070-SASS-accel-0a32a05-gpgpu-73db3f7,332.0,69.0,1244.4
RTX3070-SASS-accel-fd41c64-gpgpu-66ae881,299.0,64.0,1277.2
RTX3070-SASS-accel-be9ce19-gpgpu-301be9e,433.0,59.0,1348.9
RTX3070-SASS-accel-f3ef627-gpgpu-58beccb,271.0,68.0,1206.8
RTX3070-SASS-accel-aa41b93-gpgpu-58beccb,299.0,62.0,1377.6
RTX3070-SASS-accel-95a8199-gpgpu-a0c12f5,400.0,70.0,235.0

----------------------------------------------------------------------------------------------------,,,
gpu_tot_sim_cycle\s*=\s*(.*),,,
CFG,l1_bw_128/NO_ARGS--_Z5l1_bwPjS_PfS0_--0,shared_lat/NO_ARGS--_Z10shared_latPjS_Pmj--0,AV--VG
RTX3070-SASS-accel-f677b74-gpgpu-deb5eb5,NA,NA,1655230.8
RTX3070-SASS-accel-c366657-gpgpu-deb5eb5,NA,NA,1659557.8
RTX3070-SASS-accel-a72607f-gpgpu-deb5eb5,NA,NA,1659557.8
RTX3070-SASS-accel-4dbd5b1-gpgpu-deb5eb5,NA,NA,1655230.8
RTX3070-SASS-accel-60ad810-gpgpu-deb5eb5,NA,NA,1659500.3
RTX3070-SASS-accel-0ce7699-gpgpu-deb5eb5,NA,NA,1413093.8
RTX3070-SASS-accel-6812c12-gpgpu-deb5eb5,NA,NA,1655230.8
RTX3070-SASS-accel-31082a4-gpgpu-1ee03f0,NA,NA,1348544.8
RTX3070-SASS-accel-28e2777-gpgpu-1ee03f0,NA,NA,1348557.6
RTX3070-SASS-accel-10dc9a0-gpgpu-1ee03f0,NA,NA,1348544.8
RTX3070-SASS-accel-9719269-gpgpu-c51350d,NA,NA,1348557.6
RTX3070-SASS-accel-6b6f836-gpgpu-585dcf5,NA,NA,1353173.3
RTX3070-SASS-accel-252e8c4-gpgpu-585dcf5,NA,NA,1353173.3
RTX3070-SASS-accel-a4e0907-gpgpu-6c9e13d,NA,NA,NA
RTX3070-SASS-accel-fea3381-gpgpu-6ad461a,547764.0,101313.0,1768514.2
RTX3070-SASS-accel-16c3068-gpgpu-6ad461a,547132.0,101313.0,1767491.1
RTX3070-SASS-accel-8f124d9-gpgpu-99b5997,535754.0,95675.0,1624330.6
RTX3070-SASS-accel-7a31963-gpgpu-84c4f46,535754.0,95675.0,1623302.1
RTX3070-SASS-accel-a8c1d6d-gpgpu-84c4f46,535754.0,95675.0,1623155.5
RTX3070-SASS-accel-000be7f-gpgpu-e466afb,535477.0,95675.0,1622955.1
RTX3070-SASS-accel-1cb6168-gpgpu-d38b300,536417.0,95675.0,1623070.4
RTX3070-SASS-accel-a9305c5-gpgpu-d38b300,535675.0,95675.0,1623727.1
RTX3070-SASS-accel-5b93243-gpgpu-d38b300,535733.0,95675.0,1623247.1
RTX3070-SASS-accel-5745567-gpgpu-d38b300,535675.0,95675.0,1623328.2
RTX3070-SASS-accel-8d1cf8e-gpgpu-d38b300,535631.0,95675.0,1623057.4
RTX3070-SASS-accel-17f819f-gpgpu-d38b300,536417.0,95675.0,1623689.1
RTX3070-SASS-accel-2f29d2d-gpgpu-1d39b6f,535910.0,95677.0,1622968.1
RTX3070-SASS-accel-786503a-gpgpu-13c6711,535693.0,95677.0,1622672.1
RTX3070-SASS-accel-53584fc-gpgpu-13c6711,535537.0,95677.0,1623666.4
RTX3070-SASS-accel-e02c99d-gpgpu-13c6711,535537.0,95677.0,1622558.1
RTX3070-SASS-accel-e5e2f36-gpgpu-13c6711,535537.0,95677.0,1623188.9
RTX3070-SASS-accel-f1a1306-gpgpu-13c6711,535693.0,95677.0,1622770.9
RTX3070-SASS-accel-833f3a8-gpgpu-13c6711,535537.0,95677.0,1623509.8
RTX3070-SASS-accel-48a5d10-gpgpu-74cdacd,535693.0,95677.0,1693655.7
RTX3070-SASS-accel-7b5bc42-gpgpu-74cdacd,535693.0,95677.0,1622977.8
RTX3070-SASS-accel-ddf0534-gpgpu-948c0e1,535693.0,95677.0,1623009.8
RTX3070-SASS-accel-8b81072-gpgpu-6dd3bfc,535693.0,95677.0,1622743.2
RTX3070-SASS-accel-1a8913f-gpgpu-e033c1f,535693.0,95677.0,1622829.7
RTX3070-SASS-accel-dc44e62-gpgpu-e033c1f,535750.0,95677.0,1623253.8
RTX3070-SASS-accel-02c1c66-gpgpu-e033c1f,535693.0,95677.0,1622689.1
